ticker,primary_etf,effective_from,effective_to,status,mapping_note
PRGO,IHE.US,2020-02-05,2020-02-05,approved,openrouter_reviewed_historical_mapping_batch
ROK,PAVE.US,2020-01-02,2020-01-15,approved,openrouter_reviewed_historical_mapping_batch
RTN,ITA.US,2020-01-10,2020-01-10,approved,openrouter_reviewed_historical_mapping_batch
SHW,IYM.US,2020-01-02,2020-01-02,approved,openrouter_reviewed_historical_mapping_batch
SJM,PBJ.US,2020-09-21,2020-09-21,approved,openrouter_reviewed_historical_mapping_batch
SPGI,IAI.US,2020-10-05,2020-10-05,approved,openrouter_reviewed_historical_mapping_batch
SYF,IPAY.US,2020-10-15,2020-10-15,approved,openrouter_reviewed_historical_mapping_batch
TT,XHB.US,2020-10-12,2020-11-16,approved,openrouter_reviewed_historical_mapping_batch
TYL,IGV.US,2020-10-20,2020-10-20,approved,openrouter_reviewed_historical_mapping_batch
UA,,2020-11-20,2020-12-10,excluded,openrouter_reviewed_historical_mapping_batch
VAR,IHI.US,2020-09-08,2020-10-12,approved,openrouter_reviewed_historical_mapping_batch
WMT,RTH.US,2020-04-06,2020-11-20,approved,openrouter_reviewed_historical_mapping_batch
WRK,WOOD.US,2020-01-21,2020-01-21,approved,openrouter_reviewed_historical_mapping_batch
XEL,XLU.US,2020-10-12,2020-10-12,approved,openrouter_reviewed_historical_mapping_batch
ZTS,PAWZ.US,2020-03-16,2020-03-16,approved,openrouter_reviewed_historical_mapping_batch
A,IHI.US,2021-09-01,2021-09-10,approved,openrouter_reviewed_historical_mapping_batch
ACN,XSW.US,2021-12-20,2021-12-27,approved,openrouter_reviewed_historical_mapping_batch
ADBE,IGV.US,2021-12-01,2021-12-01,approved,openrouter_reviewed_historical_mapping_batch
ALXN,IBB.US,2021-01-04,2021-02-01,approved,openrouter_reviewed_historical_mapping_batch
ANTM,IHF.US,2021-07-20,2021-07-20,approved,openrouter_reviewed_historical_mapping_batch
AON,IAK.US,2021-12-10,2021-12-20,approved,openrouter_reviewed_historical_mapping_batch
BIO,IHI.US,2021-09-07,2021-11-01,approved,openrouter_reviewed_historical_mapping_batch
BKR,OIH.US,2021-03-05,2021-03-05,approved,openrouter_reviewed_historical_mapping_batch
CCL,PEJ.US,2021-03-22,2021-04-05,approved,openrouter_reviewed_historical_mapping_batch
CFG,IAT.US,2021-03-26,2021-03-26,approved,openrouter_reviewed_historical_mapping_batch
CMA,IAT.US,2021-03-05,2021-04-01,approved,openrouter_reviewed_historical_mapping_batch
CRM,IGV.US,2021-11-05,2021-11-05,approved,openrouter_reviewed_historical_mapping_batch
CTVA,MOO.US,2021-01-11,2021-02-10,approved,openrouter_reviewed_historical_mapping_batch
DD,IYM.US,2021-01-05,2021-02-01,approved,openrouter_reviewed_historical_mapping_batch
DIS,PBS.US,2021-01-05,2021-01-05,approved,openrouter_reviewed_historical_mapping_batch
DISCA,PBS.US,2021-04-12,2021-04-15,approved,openrouter_reviewed_historical_mapping_batch
DOW,IYM.US,2021-01-04,2021-01-04,approved,openrouter_reviewed_historical_mapping_batch
DVA,IHF.US,2021-01-04,2021-01-11,approved,openrouter_reviewed_historical_mapping_batch
EMN,IYM.US,2021-01-05,2021-01-15,approved,openrouter_reviewed_historical_mapping_batch
FDX,IYT.US,2021-01-04,2021-01-04,approved,openrouter_reviewed_historical_mapping_batch
FFIV,HACK.US,2021-02-10,2021-02-22,approved,openrouter_reviewed_historical_mapping_batch
GOOGL,FDN.US,2021-07-20,2021-09-27,approved,openrouter_reviewed_historical_mapping_batch
GS,IAI.US,2021-04-20,2021-06-10,approved,openrouter_reviewed_historical_mapping_batch
HD,XHB.US,2021-12-10,2021-12-10,approved,openrouter_reviewed_historical_mapping_batch
HPE,XTH.US,2021-04-05,2021-04-05,approved,openrouter_reviewed_historical_mapping_batch
ISRG,IHI.US,2021-08-20,2021-09-07,approved,openrouter_reviewed_historical_mapping_batch
JCI,XHB.US,2021-12-06,2021-12-10,approved,openrouter_reviewed_historical_mapping_batch
KIM,ICF.US,2021-04-12,2021-10-15,approved,openrouter_reviewed_historical_mapping_batch
KSU,IYT.US,2021-04-26,2021-05-10,approved,openrouter_reviewed_historical_mapping_batch
LYV,PEJ.US,2021-12-10,2021-12-27,approved,openrouter_reviewed_historical_mapping_batch
MCHP,SOXX.US,2021-02-22,2021-02-22,approved,openrouter_reviewed_historical_mapping_batch
MS,IAI.US,2021-03-05,2021-11-01,approved,openrouter_reviewed_historical_mapping_batch
MSFT,IGV.US,2021-11-15,2021-11-15,approved,openrouter_reviewed_historical_mapping_batch
MTD,IHI.US,2021-08-10,2021-08-10,approved,openrouter_reviewed_historical_mapping_batch
NKE,,2021-01-04,2021-01-05,excluded,openrouter_reviewed_historical_mapping_batch
NLSN,,2021-03-15,2021-06-01,excluded,openrouter_reviewed_historical_mapping_batch
NWL,XLY.US,2021-01-26,2021-02-05,approved,openrouter_reviewed_historical_mapping_batch
OTIS,XHB.US,2021-07-20,2021-07-20,approved,openrouter_reviewed_historical_mapping_batch
PH,PAVE.US,2021-01-05,2021-01-05,approved,openrouter_reviewed_historical_mapping_batch
PKG,WOOD.US,2021-01-04,2021-01-11,approved,openrouter_reviewed_historical_mapping_batch
PLD,ICF.US,2021-12-20,2021-12-20,approved,openrouter_reviewed_historical_mapping_batch
PNR,PHO.US,2021-08-16,2021-08-16,approved,openrouter_reviewed_historical_mapping_batch
PXD,IEO.US,2021-03-26,2021-04-15,approved,openrouter_reviewed_historical_mapping_batch
QRVO,SOXX.US,2021-01-04,2021-01-20,approved,openrouter_reviewed_historical_mapping_batch
REG,ICF.US,2021-06-15,2021-06-15,approved,openrouter_reviewed_historical_mapping_batch
RF,IAT.US,2021-02-10,2021-03-26,approved,openrouter_reviewed_historical_mapping_batch
RL,,2021-05-10,2021-05-17,excluded,openrouter_reviewed_historical_mapping_batch
SCHW,IAI.US,2021-01-11,2021-02-05,approved,openrouter_reviewed_historical_mapping_batch
SLB,OIH.US,2021-03-05,2021-06-07,approved,openrouter_reviewed_historical_mapping_batch
SNPS,IGV.US,2021-01-04,2021-12-10,approved,openrouter_reviewed_historical_mapping_batch
TMO,IHI.US,2021-11-01,2021-12-06,approved,openrouter_reviewed_historical_mapping_batch
TMUS,IYZ.US,2021-01-04,2021-01-04,approved,openrouter_reviewed_historical_mapping_batch
TSCO,RTH.US,2021-12-06,2021-12-06,approved,openrouter_reviewed_historical_mapping_batch
TT,XHB.US,2021-01-20,2021-01-20,approved,openrouter_reviewed_historical_mapping_batch
TTWO,GAMR.US,2021-01-04,2021-01-04,approved,openrouter_reviewed_historical_mapping_batch
TXT,ITA.US,2021-05-03,2021-11-01,approved,openrouter_reviewed_historical_mapping_batch
AFL,KIE.US,2022-11-10,2022-12-05,approved,openrouter_reviewed_historical_mapping_batch
AIG,IAK.US,2022-02-22,2022-02-28,approved,openrouter_reviewed_historical_mapping_batch
AMCR,IYM.US,2022-09-20,2022-09-20,approved,openrouter_reviewed_historical_mapping_batch
ANTM,IHF.US,2022-02-15,2022-03-10,approved,openrouter_reviewed_historical_mapping_batch
APD,IYM.US,2022-11-28,2022-12-20,approved,openrouter_reviewed_historical_mapping_batch
AXP,IPAY.US,2022-02-22,2022-02-22,approved,openrouter_reviewed_historical_mapping_batch
BRO,IAK.US,2022-02-15,2022-03-07,approved,openrouter_reviewed_historical_mapping_batch
CAG,PBJ.US,2022-12-27,2022-12-27,approved,openrouter_reviewed_historical_mapping_batch
CAH,IHF.US,2022-08-05,2022-08-10,approved,openrouter_reviewed_historical_mapping_batch
CBRE,XLRE.US,2022-01-05,2022-01-05,approved,openrouter_reviewed_historical_mapping_batch
CERN,XSW.US,2022-03-15,2022-03-15,approved,openrouter_reviewed_historical_mapping_batch
CFG,IAT.US,2022-02-15,2022-02-15,approved,openrouter_reviewed_historical_mapping_batch
CME,IAI.US,2022-02-07,2022-02-15,approved,openrouter_reviewed_historical_mapping_batch
CMI,CARZ.US,2022-10-10,2022-12-01,approved,openrouter_reviewed_historical_mapping_batch
CNP,XLU.US,2022-07-05,2022-07-05,approved,openrouter_reviewed_historical_mapping_batch
CSGP,XLRE.US,2022-12-01,2022-12-12,approved,openrouter_reviewed_historical_mapping_batch
CTAS,XLI.US,2022-08-05,2022-11-15,approved,openrouter_reviewed_historical_mapping_batch
CTSH,XSW.US,2022-03-15,2022-03-15,approved,openrouter_reviewed_historical_mapping_batch
DRE,ICF.US,2022-08-01,2022-08-01,approved,openrouter_reviewed_historical_mapping_batch
ELV,IHF.US,2022-09-12,2022-09-12,approved,openrouter_reviewed_historical_mapping_batch
FE,XLU.US,2022-03-10,2022-03-15,approved,openrouter_reviewed_historical_mapping_batch
FITB,IAT.US,2022-01-18,2022-02-15,approved,openrouter_reviewed_historical_mapping_batch
HLT,PEJ.US,2022-02-22,2022-02-22,approved,openrouter_reviewed_historical_mapping_batch
HPQ,XTH.US,2022-02-10,2022-02-22,approved,openrouter_reviewed_historical_mapping_batch
INCY,XBI.US,2022-07-20,2022-07-26,approved,openrouter_reviewed_historical_mapping_batch
IRM,SRVR.US,2022-01-03,2022-12-15,approved,openrouter_reviewed_historical_mapping_batch
JBHT,IYT.US,2022-03-07,2022-03-07,approved,openrouter_reviewed_historical_mapping_batch
KEY,IAT.US,2022-02-07,2022-02-22,approved,openrouter_reviewed_historical_mapping_batch
KO,PBJ.US,2022-07-01,2022-07-01,approved,openrouter_reviewed_historical_mapping_batch
LKQ,FTXR.US,2022-08-05,2022-09-12,approved,openrouter_reviewed_historical_mapping_batch
LOW,XHB.US,2022-01-03,2022-01-03,approved,openrouter_reviewed_historical_mapping_batch
MET,KIE.US,2022-11-21,2022-12-15,approved,openrouter_reviewed_historical_mapping_batch
MNST,PBJ.US,2022-09-12,2022-09-15,approved,openrouter_reviewed_historical_mapping_batch
MOH,IHF.US,2022-11-01,2022-12-27,approved,openrouter_reviewed_historical_mapping_batch
MPWR,SOXX.US,2022-08-05,2022-08-15,approved,openrouter_reviewed_historical_mapping_batch
NCLH,PEJ.US,2022-11-15,2022-11-15,approved,openrouter_reviewed_historical_mapping_batch
NDAQ,IAI.US,2022-10-26,2022-11-15,approved,openrouter_reviewed_historical_mapping_batch
NEE,XLU.US,2022-09-26,2022-10-05,approved,openrouter_reviewed_historical_mapping_batch
OGN,IHE.US,2022-06-27,2022-06-27,approved,openrouter_reviewed_historical_mapping_batch
PAYC,IGV.US,2022-10-26,2022-10-26,approved,openrouter_reviewed_historical_mapping_batch
PLD,ICF.US,2022-01-03,2022-01-03,approved,openrouter_reviewed_historical_mapping_batch
PTC,IGV.US,2022-09-12,2022-09-20,approved,openrouter_reviewed_historical_mapping_batch
QCOM,SOXX.US,2022-02-15,2022-02-15,approved,openrouter_reviewed_historical_mapping_batch
RSG,EVX.US,2022-09-12,2022-10-05,approved,openrouter_reviewed_historical_mapping_batch
SNA,PAVE.US,2022-11-28,2022-12-01,approved,openrouter_reviewed_historical_mapping_batch
SRE,XLU.US,2022-08-01,2022-08-22,approved,openrouter_reviewed_historical_mapping_batch
TRGP,MLPX.US,2022-12-15,2022-12-15,approved,openrouter_reviewed_historical_mapping_batch
TWTR,SOCL.US,2022-10-17,2022-10-26,approved,openrouter_reviewed_historical_mapping_batch
UNP,IYT.US,2022-02-22,2022-03-07,approved,openrouter_reviewed_historical_mapping_batch
WEC,XLU.US,2022-07-01,2022-08-10,approved,openrouter_reviewed_historical_mapping_batch
WM,EVX.US,2022-08-05,2022-08-05,approved,openrouter_reviewed_historical_mapping_batch
WY,WOOD.US,2022-03-15,2022-03-15,approved,openrouter_reviewed_historical_mapping_batch
ZION,IAT.US,2022-02-22,2022-03-01,approved,openrouter_reviewed_historical_mapping_batch
A,IHI.US,2023-01-26,2023-02-06,approved,openrouter_reviewed_historical_mapping_batch
ABC,IHF.US,2023-01-05,2023-01-05,approved,openrouter_reviewed_historical_mapping_batch
ADI,SOXX.US,2023-03-15,2023-04-10,approved,openrouter_reviewed_historical_mapping_batch
ADM,MOO.US,2023-01-03,2023-01-03,approved,openrouter_reviewed_historical_mapping_batch
AFL,KIE.US,2023-10-26,2023-11-01,approved,openrouter_reviewed_historical_mapping_batch
AJG,IAK.US,2023-02-06,2023-11-10,approved,openrouter_reviewed_historical_mapping_batch
ALL,KBWP.US,2023-01-05,2023-12-15,approved,openrouter_reviewed_historical_mapping_batch
ALLE,XHB.US,2023-02-21,2023-02-21,approved,openrouter_reviewed_historical_mapping_batch
AMGN,IBB.US,2023-10-26,2023-10-26,approved,openrouter_reviewed_historical_mapping_batch
AMP,KCE.US,2023-02-01,2023-03-01,approved,openrouter_reviewed_historical_mapping_batch
AON,IAK.US,2023-01-26,2023-01-26,approved,openrouter_reviewed_historical_mapping_batch
APD,IYM.US,2023-01-05,2023-02-01,approved,openrouter_reviewed_historical_mapping_batch
BSX,IHI.US,2023-04-10,2023-05-15,approved,openrouter_reviewed_historical_mapping_batch
BXP,ICF.US,2023-12-15,2023-12-15,approved,openrouter_reviewed_historical_mapping_batch
CAG,PBJ.US,2023-01-17,2023-01-17,approved,openrouter_reviewed_historical_mapping_batch
CDW,XTH.US,2023-02-27,2023-10-26,approved,openrouter_reviewed_historical_mapping_batch
CE,IYM.US,2023-12-01,2023-12-26,approved,openrouter_reviewed_historical_mapping_batch
CMCSA,IYZ.US,2023-08-15,2023-08-15,approved,openrouter_reviewed_historical_mapping_batch
CPB,PBJ.US,2023-01-17,2023-04-20,approved,openrouter_reviewed_historical_mapping_batch
CSGP,XLRE.US,2023-01-03,2023-01-17,approved,openrouter_reviewed_historical_mapping_batch
CTLT,XPH.US,2023-04-10,2023-04-10,approved,openrouter_reviewed_historical_mapping_batch
CTVA,MOO.US,2023-01-10,2023-01-10,approved,openrouter_reviewed_historical_mapping_batch
CZR,PEJ.US,2023-03-06,2023-03-06,approved,openrouter_reviewed_historical_mapping_batch
DAL,JETS.US,2023-07-03,2023-07-05,approved,openrouter_reviewed_historical_mapping_batch
DE,MOO.US,2023-01-03,2023-01-17,approved,openrouter_reviewed_historical_mapping_batch
DGX,IHF.US,2023-02-01,2023-02-06,approved,openrouter_reviewed_historical_mapping_batch
DRI,PEJ.US,2023-04-03,2023-04-03,approved,openrouter_reviewed_historical_mapping_batch
EIX,XLU.US,2023-03-20,2023-03-27,approved,openrouter_reviewed_historical_mapping_batch
EXPE,PEJ.US,2023-11-20,2023-12-05,approved,openrouter_reviewed_historical_mapping_batch
FISV,IPAY.US,2023-05-01,2023-05-01,approved,openrouter_reviewed_historical_mapping_batch
FITB,IAT.US,2023-12-15,2023-12-15,approved,openrouter_reviewed_historical_mapping_batch
FMC,MOO.US,2023-01-26,2023-02-01,approved,openrouter_reviewed_historical_mapping_batch
GL,IAK.US,2023-01-05,2023-02-27,approved,openrouter_reviewed_historical_mapping_batch
HII,ITA.US,2023-01-03,2023-01-03,approved,openrouter_reviewed_historical_mapping_batch
HSY,PBJ.US,2023-01-03,2023-05-10,approved,openrouter_reviewed_historical_mapping_batch
IBM,XSW.US,2023-12-11,2023-12-15,approved,openrouter_reviewed_historical_mapping_batch
IDXX,PAWZ.US,2023-02-15,2023-03-27,approved,openrouter_reviewed_historical_mapping_batch
IEX,PAVE.US,2023-02-01,2023-02-06,approved,openrouter_reviewed_historical_mapping_batch
IPG,PBS.US,2023-02-06,2023-02-06,approved,openrouter_reviewed_historical_mapping_batch
IR,PAVE.US,2023-02-27,2023-02-27,approved,openrouter_reviewed_historical_mapping_batch
IT,XSW.US,2023-02-06,2023-12-11,approved,openrouter_reviewed_historical_mapping_batch
ITW,XLI.US,2023-02-06,2023-02-06,approved,openrouter_reviewed_historical_mapping_batch
KMX,XRT.US,2023-08-21,2023-09-20,approved,openrouter_reviewed_historical_mapping_batch
LDOS,PPA.US,2023-11-01,2023-12-05,approved,openrouter_reviewed_historical_mapping_batch
LIN,IYM.US,2023-02-10,2023-02-10,approved,openrouter_reviewed_historical_mapping_batch
LKQ,FTXR.US,2023-01-17,2023-04-03,approved,openrouter_reviewed_historical_mapping_batch
MCHP,SOXX.US,2023-02-15,2023-04-10,approved,openrouter_reviewed_historical_mapping_batch
MLM,PAVE.US,2023-07-03,2023-08-21,approved,openrouter_reviewed_historical_mapping_batch
MOH,IHF.US,2023-11-10,2023-11-15,approved,openrouter_reviewed_historical_mapping_batch
MPWR,SOXX.US,2023-03-20,2023-07-17,approved,openrouter_reviewed_historical_mapping_batch
MSCI,IAI.US,2023-03-20,2023-04-05,approved,openrouter_reviewed_historical_mapping_batch
MTD,IHI.US,2023-04-20,2023-04-20,approved,openrouter_reviewed_historical_mapping_batch
NOC,ITA.US,2023-01-05,2023-01-10,approved,openrouter_reviewed_historical_mapping_batch
NWSA,GGME.US,2023-11-06,2023-11-06,approved,openrouter_reviewed_historical_mapping_batch
ORLY,RTH.US,2023-01-10,2023-04-20,approved,openrouter_reviewed_historical_mapping_batch
OTIS,XHB.US,2023-02-27,2023-02-27,approved,openrouter_reviewed_historical_mapping_batch
PKG,WOOD.US,2023-11-06,2023-11-10,approved,openrouter_reviewed_historical_mapping_batch
PNW,XLU.US,2023-03-27,2023-03-27,approved,openrouter_reviewed_historical_mapping_batch
PTC,IGV.US,2023-01-10,2023-04-05,approved,openrouter_reviewed_historical_mapping_batch
PXD,IEO.US,2023-10-26,2023-10-26,approved,openrouter_reviewed_historical_mapping_batch
RL,,2023-04-17,2023-04-17,excluded,openrouter_reviewed_historical_mapping_batch
ROK,PAVE.US,2023-03-01,2023-04-05,approved,openrouter_reviewed_historical_mapping_batch
SJM,PBJ.US,2023-01-03,2023-01-10,approved,openrouter_reviewed_historical_mapping_batch
SNA,PAVE.US,2023-03-01,2023-04-05,approved,openrouter_reviewed_historical_mapping_batch
SPG,ICF.US,2023-12-15,2023-12-15,approved,openrouter_reviewed_historical_mapping_batch
STT,KCE.US,2023-02-01,2023-03-06,approved,openrouter_reviewed_historical_mapping_batch
T,IYZ.US,2023-02-01,2023-03-01,approved,openrouter_reviewed_historical_mapping_batch
TAP,PBJ.US,2023-07-10,2023-07-26,approved,openrouter_reviewed_historical_mapping_batch
TMUS,IYZ.US,2023-01-10,2023-01-26,approved,openrouter_reviewed_historical_mapping_batch
TTWO,GAMR.US,2023-05-26,2023-11-10,approved,openrouter_reviewed_historical_mapping_batch
USB,KBWB.US,2023-12-15,2023-12-15,approved,openrouter_reviewed_historical_mapping_batch
VICI,NETL.US,2023-03-01,2023-03-01,approved,openrouter_reviewed_historical_mapping_batch
VMC,PAVE.US,2023-08-15,2023-08-28,approved,openrouter_reviewed_historical_mapping_batch
VTRS,XPH.US,2023-02-21,2023-02-21,approved,openrouter_reviewed_historical_mapping_batch
WRB,KBWP.US,2023-01-03,2023-01-17,approved,openrouter_reviewed_historical_mapping_batch
XRAY,IHI.US,2023-04-10,2023-05-15,approved,openrouter_reviewed_historical_mapping_batch
ZBH,IHI.US,2023-04-20,2023-05-01,approved,openrouter_reviewed_historical_mapping_batch
ZION,IAT.US,2023-10-02,2023-10-02,approved,openrouter_reviewed_historical_mapping_batch
ACGL,IAK.US,2024-06-03,2024-06-03,approved,openrouter_reviewed_historical_mapping_batch
ADSK,IGV.US,2024-10-28,2024-10-28,approved,openrouter_reviewed_historical_mapping_batch
AFL,KIE.US,2024-08-05,2024-10-07,approved,openrouter_reviewed_historical_mapping_batch
AIZ,IAK.US,2024-01-02,2024-01-16,approved,openrouter_reviewed_historical_mapping_batch
APH,XTL.US,2024-05-28,2024-06-03,approved,openrouter_reviewed_historical_mapping_batch
AXP,IPAY.US,2024-04-22,2024-05-20,approved,openrouter_reviewed_historical_mapping_batch
BBY,RTH.US,2024-10-01,2024-10-07,approved,openrouter_reviewed_historical_mapping_batch
BSX,IHI.US,2024-05-06,2024-05-06,approved,openrouter_reviewed_historical_mapping_batch
CE,IYM.US,2024-01-02,2024-01-05,approved,openrouter_reviewed_historical_mapping_batch
CMI,CARZ.US,2024-12-10,2024-12-10,approved,openrouter_reviewed_historical_mapping_batch
COF,KBWB.US,2024-04-26,2024-04-26,approved,openrouter_reviewed_historical_mapping_batch
COR,IHF.US,2024-02-01,2024-02-05,approved,openrouter_reviewed_historical_mapping_batch
CPAY,IPAY.US,2024-11-15,2024-11-15,approved,openrouter_reviewed_historical_mapping_batch
CPT,REZ.US,2024-09-03,2024-09-05,approved,openrouter_reviewed_historical_mapping_batch
CTAS,XLI.US,2024-08-05,2024-08-05,approved,openrouter_reviewed_historical_mapping_batch
DAL,JETS.US,2024-05-06,2024-12-26,approved,openrouter_reviewed_historical_mapping_batch
DPZ,PEJ.US,2024-05-01,2024-05-01,approved,openrouter_reviewed_historical_mapping_batch
EBAY,IBUY.US,2024-08-05,2024-08-12,approved,openrouter_reviewed_historical_mapping_batch
FFIV,HACK.US,2024-11-01,2024-12-20,approved,openrouter_reviewed_historical_mapping_batch
FI,IPAY.US,2024-10-28,2024-12-02,approved,openrouter_reviewed_historical_mapping_batch
FITB,IAT.US,2024-04-22,2024-05-15,approved,openrouter_reviewed_historical_mapping_batch
FOXA,GGME.US,2024-11-15,2024-12-26,approved,openrouter_reviewed_historical_mapping_batch
GEN,HACK.US,2024-10-07,2024-11-05,approved,openrouter_reviewed_historical_mapping_batch
GILD,IBB.US,2024-10-28,2024-11-11,approved,openrouter_reviewed_historical_mapping_batch
GL,IAK.US,2024-09-20,2024-10-21,approved,openrouter_reviewed_historical_mapping_batch
GOOG,FDN.US,2024-01-05,2024-08-05,approved,openrouter_reviewed_historical_mapping_batch
GS,IAI.US,2024-08-12,2024-08-15,approved,openrouter_reviewed_historical_mapping_batch
HAS,PEJ.US,2024-09-05,2024-09-05,approved,openrouter_reviewed_historical_mapping_batch
HIG,KBWP.US,2024-08-05,2024-08-05,approved,openrouter_reviewed_historical_mapping_batch
HLT,PEJ.US,2024-02-05,2024-02-05,approved,openrouter_reviewed_historical_mapping_batch
IFF,IYM.US,2024-08-05,2024-08-05,approved,openrouter_reviewed_historical_mapping_batch
INCY,XBI.US,2024-11-11,2024-11-11,approved,openrouter_reviewed_historical_mapping_batch
IR,PAVE.US,2024-05-01,2024-05-01,approved,openrouter_reviewed_historical_mapping_batch
IT,XSW.US,2024-01-05,2024-01-22,approved,openrouter_reviewed_historical_mapping_batch
LMT,ITA.US,2024-08-12,2024-08-15,approved,openrouter_reviewed_historical_mapping_batch
LYV,PEJ.US,2024-11-26,2024-12-20,approved,openrouter_reviewed_historical_mapping_batch
MO,VICE.US,2024-08-05,2024-09-10,approved,openrouter_reviewed_historical_mapping_batch
MOH,IHF.US,2024-01-05,2024-01-05,approved,openrouter_reviewed_historical_mapping_batch
NWSA,GGME.US,2024-01-05,2024-01-05,approved,openrouter_reviewed_historical_mapping_batch
PCAR,CARZ.US,2024-04-05,2024-04-05,approved,openrouter_reviewed_historical_mapping_batch
PEG,XLU.US,2024-08-05,2024-10-07,approved,openrouter_reviewed_historical_mapping_batch
PH,PAVE.US,2024-04-05,2024-04-05,approved,openrouter_reviewed_historical_mapping_batch
PNR,PHO.US,2024-12-02,2024-12-05,approved,openrouter_reviewed_historical_mapping_batch
PNW,XLU.US,2024-08-05,2024-08-05,approved,openrouter_reviewed_historical_mapping_batch
RF,IAT.US,2024-12-10,2024-12-10,approved,openrouter_reviewed_historical_mapping_batch
RMD,IHI.US,2024-09-03,2024-09-05,approved,openrouter_reviewed_historical_mapping_batch
RTX,ITA.US,2024-08-01,2024-09-10,approved,openrouter_reviewed_historical_mapping_batch
SNPS,IGV.US,2024-01-05,2024-02-01,approved,openrouter_reviewed_historical_mapping_batch
SO,XLU.US,2024-08-05,2024-08-05,approved,openrouter_reviewed_historical_mapping_batch
TMUS,IYZ.US,2024-10-21,2024-11-15,approved,openrouter_reviewed_historical_mapping_batch
TRV,KBWP.US,2024-02-01,2024-02-05,approved,openrouter_reviewed_historical_mapping_batch
UNH,IHF.US,2024-09-05,2024-09-05,approved,openrouter_reviewed_historical_mapping_batch
VLTO,PHO.US,2024-08-05,2024-08-05,approved,openrouter_reviewed_historical_mapping_batch
VZ,IYZ.US,2024-02-01,2024-02-01,approved,openrouter_reviewed_historical_mapping_batch
WAB,IYT.US,2024-04-26,2024-05-01,approved,openrouter_reviewed_historical_mapping_batch
WBD,GGME.US,2024-12-16,2024-12-16,approved,openrouter_reviewed_historical_mapping_batch
WFC,KBWB.US,2024-04-22,2024-04-22,approved,openrouter_reviewed_historical_mapping_batch
WMT,RTH.US,2024-09-03,2024-12-20,approved,openrouter_reviewed_historical_mapping_batch
ZBRA,ROBO.US,2024-08-05,2024-08-05,approved,openrouter_reviewed_historical_mapping_batch
ZION,IAT.US,2024-01-16,2024-01-16,approved,openrouter_reviewed_historical_mapping_batch
ABBV,IHE.US,2025-10-20,2025-10-20,approved,openrouter_reviewed_historical_mapping_batch
AEE,XLU.US,2025-04-07,2025-04-07,approved,openrouter_reviewed_historical_mapping_batch
AJG,IAK.US,2025-04-15,2025-04-15,approved,openrouter_reviewed_historical_mapping_batch
ALLE,XHB.US,2025-07-28,2025-07-28,approved,openrouter_reviewed_historical_mapping_batch
APTV,CARZ.US,2025-09-10,2025-11-05,approved,openrouter_reviewed_historical_mapping_batch
ATO,XLU.US,2025-07-10,2025-07-10,approved,openrouter_reviewed_historical_mapping_batch
BKR,OIH.US,2025-02-05,2025-02-05,approved,openrouter_reviewed_historical_mapping_batch
BSX,IHI.US,2025-04-07,2025-04-07,approved,openrouter_reviewed_historical_mapping_batch
CBOE,IAI.US,2025-07-15,2025-07-15,approved,openrouter_reviewed_historical_mapping_batch
CBRE,XLRE.US,2025-01-02,2025-01-10,approved,openrouter_reviewed_historical_mapping_batch
CHRW,IYT.US,2025-11-17,2025-12-22,approved,openrouter_reviewed_historical_mapping_batch
COF,KBWB.US,2025-02-05,2025-08-15,approved,openrouter_reviewed_historical_mapping_batch
CTVA,MOO.US,2025-07-15,2025-07-15,approved,openrouter_reviewed_historical_mapping_batch
EVRG,XLU.US,2025-04-07,2025-10-20,approved,openrouter_reviewed_historical_mapping_batch
EXC,XLU.US,2025-04-21,2025-05-12,approved,openrouter_reviewed_historical_mapping_batch
F,CARZ.US,2025-07-15,2025-11-03,approved,openrouter_reviewed_historical_mapping_batch
GD,ITA.US,2025-10-20,2025-10-27,approved,openrouter_reviewed_historical_mapping_batch
GS,IAI.US,2025-09-10,2025-10-06,approved,openrouter_reviewed_historical_mapping_batch
HAS,PEJ.US,2025-07-07,2025-07-28,approved,openrouter_reviewed_historical_mapping_batch
INCY,XBI.US,2025-12-22,2025-12-26,approved,openrouter_reviewed_historical_mapping_batch
INTU,IGV.US,2025-07-21,2025-07-28,approved,openrouter_reviewed_historical_mapping_batch
JNJ,IHE.US,2025-10-15,2025-11-20,approved,openrouter_reviewed_historical_mapping_batch
LDOS,PPA.US,2025-11-03,2025-11-10,approved,openrouter_reviewed_historical_mapping_batch
LHX,ITA.US,2025-07-15,2025-10-20,approved,openrouter_reviewed_historical_mapping_batch
LULU,XRT.US,2025-01-10,2025-02-26,approved,openrouter_reviewed_historical_mapping_batch
MS,IAI.US,2025-02-05,2025-02-10,approved,openrouter_reviewed_historical_mapping_batch
MSFT,IGV.US,2025-08-11,2025-08-11,approved,openrouter_reviewed_historical_mapping_batch
NI,XLU.US,2025-04-07,2025-04-21,approved,openrouter_reviewed_historical_mapping_batch
NOC,ITA.US,2025-08-01,2025-10-10,approved,openrouter_reviewed_historical_mapping_batch
PARA,GGME.US,2025-07-10,2025-07-21,approved,openrouter_reviewed_historical_mapping_batch
PYPL,IPAY.US,2025-01-06,2025-01-21,approved,openrouter_reviewed_historical_mapping_batch
RJF,IAI.US,2025-01-10,2025-01-21,approved,openrouter_reviewed_historical_mapping_batch
ROK,PAVE.US,2025-08-20,2025-08-20,approved,openrouter_reviewed_historical_mapping_batch
